"funnel_step","funnel_name","platform","age_range","download_date","pickup_time","user_count","ride_count"
"2","signups","web","Unknown","2021-09-11","2021-09-13 04:00:00","2","0"
"2","signups","android","45-54","2021-08-26","2021-10-21 17:00:00","2","0"
"2","signups","ios","25-34","2021-07-15","2021-07-16 09:00:00","5","0"
"2","signups","android","18-24","2021-10-23","2021-10-25 09:00:00","2","0"
"2","signups","ios","25-34","2021-07-14","2021-07-16 14:00:00","7","0"
"2","signups","ios","","2021-06-06","","0","0"
"2","signups","ios","25-34","2021-05-16","2021-08-06 09:00:00","8","0"
"2","signups","web","Unknown","2021-03-01","","1","0"
"2","signups","android","Unknown","2021-10-12","2021-10-13 07:00:00","9","0"
"2","signups","ios","25-34","2021-07-13","2021-09-14 18:00:00","2","0"
"2","signups","ios","","2021-06-05","","0","0"
"2","signups","ios","25-34","2021-07-12","","5","0"
"2","signups","web","Unknown","2021-12-04","2021-12-07 20:00:00","3","0"
"2","signups","ios","25-34","2021-05-17","2021-05-20 08:00:00","4","0"
"2","signups","ios","45-54","2021-12-19","2021-12-20 09:00:00","8","0"
"2","signups","android","45-54","2021-08-27","2021-08-29 17:00:00","3","0"
"2","signups","ios","25-34","2021-07-11","2021-07-13 09:00:00","8","0"
"2","signups","android","18-24","2021-02-20","2021-03-25 20:00:00","3","0"
"2","signups","ios","25-34","2021-07-10","2021-07-11 08:00:00","7","0"
"2","signups","ios","","2021-06-04","","0","0"
"2","signups","ios","25-34","2021-05-18","2021-10-11 08:00:00","9","0"
"2","signups","android","25-34","2021-07-13","","2","0"
"2","signups","ios","45-54","2021-07-23","2021-07-25 18:00:00","2","0"
"2","signups","ios","25-34","2021-07-09","2021-07-12 15:00:00","7","0"
"2","signups","ios","","2021-06-03","","0","0"
"2","signups","ios","25-34","2021-07-08","2021-07-09 09:00:00","10","0"
"2","signups","ios","45-54","2021-12-18","2021-12-20 04:00:00","2","0"
"2","signups","ios","25-34","2021-05-19","2021-05-22 09:00:00","6","0"
"2","signups","android","18-24","2021-04-27","2021-04-28 18:00:00","2","0"
"2","signups","android","","2021-07-18","","0","0"
"2","signups","ios","25-34","2021-07-07","2021-07-09 19:00:00","6","0"
"2","signups","android","45-54","2021-08-28","2021-08-30 12:00:00","2","0"
"2","signups","ios","25-34","2021-07-06","2021-07-08 08:00:00","6","0"
"2","signups","web","","2021-03-03","","0","0"
"2","signups","ios","25-34","2021-05-20","2021-05-22 08:00:00","10","0"
"2","signups","ios","","2021-06-02","","0","0"
"2","signups","ios","18-24","2021-02-26","2021-09-06 17:00:00","2","0"
"2","signups","ios","25-34","2021-07-05","2021-07-08 20:00:00","6","0"
"2","signups","ios","","2021-06-01","","0","0"
"2","signups","ios","25-34","2021-07-04","2021-07-07 18:00:00","3","0"
"2","signups","android","Unknown","2021-10-13","2022-01-01 08:00:00","3","0"
"2","signups","ios","25-34","2021-05-21","","3","0"
"2","signups","android","25-34","2021-07-14","2021-08-02 19:00:00","3","0"
"2","signups","ios","45-54","2021-07-22","2021-10-20 17:00:00","2","0"
"2","signups","android","45-54","2021-08-30","2021-11-09 18:00:00","1","0"
"2","signups","ios","25-34","2021-05-22","2021-05-24 18:00:00","6","0"
"2","signups","web","","2021-12-06","","0","0"
"2","signups","ios","25-34","2021-07-03","2021-07-05 12:00:00","5","0"
"2","signups","ios","45-54","2021-12-17","2021-12-18 08:00:00","3","0"
"2","signups","ios","25-34","2021-07-02","2021-07-03 11:00:00","8","0"
"2","signups","ios","","2021-05-31","","0","0"
"2","signups","android","","2021-07-19","","0","0"
"2","signups","ios","25-34","2021-05-23","2021-05-25 16:00:00","8","0"
"2","signups","ios","","2021-05-30","","0","0"
"2","signups","ios","25-34","2021-07-01","2021-07-03 10:00:00","5","0"
"2","signups","ios","45-54","2021-12-16","","2","0"
"2","signups","ios","25-34","2021-06-30","2021-07-02 09:00:00","5","0"
"2","signups","web","Unknown","2021-09-10","","2","0"
"2","signups","android","45-54","2021-08-31","","1","0"
"2","signups","ios","25-34","2021-05-24","2021-11-29 18:00:00","2","0"
"2","signups","web","Unknown","2021-02-28","2021-03-03 20:00:00","2","0"
"2","signups","ios","25-34","2021-06-29","2021-07-01 09:00:00","5","0"
"2","signups","web","","2021-03-02","","0","0"
"2","signups","ios","25-34","2021-06-28","2021-06-29 17:00:00","9","0"
"2","signups","web","Unknown","2021-07-09","2021-07-11 08:00:00","1","0"
"2","signups","android","45-54","2021-09-02","","2","0"
"2","signups","ios","25-34","2021-05-25","2021-12-17 16:00:00","7","0"
"2","signups","android","Unknown","2021-10-14","2021-10-15 08:00:00","7","0"
"2","signups","ios","25-34","2021-06-27","2021-06-30 17:00:00","9","0"
"2","signups","ios","","2021-05-29","","0","0"
"2","signups","ios","25-34","2021-06-26","2021-06-27 08:00:00","12","0"
"2","signups","web","Unknown","2021-12-03","2021-12-04 08:00:00","3","0"
"2","signups","ios","25-34","2021-05-26","2021-05-28 16:00:00","9","0"
"2","signups","web","Unknown","2021-02-27","2021-03-01 22:00:00","1","0"
"2","signups","android","45-54","2021-09-03","","1","0"
"2","signups","ios","25-34","2021-06-25","2021-06-27 08:00:00","11","0"
"2","signups","ios","45-54","2021-12-15","2021-12-16 17:00:00","4","0"
"2","signups","ios","25-34","2021-06-24","2021-07-17 18:00:00","7","0"
"2","signups","android","","2021-07-20","","0","0"
"2","signups","ios","25-34","2021-05-27","2021-06-07 16:00:00","6","0"
"2","signups","android","45-54","2021-09-04","2021-09-06 09:00:00","3","0"
"2","signups","android","18-24","2021-10-24","","4","0"
"2","signups","ios","25-34","2021-06-23","2021-06-25 09:00:00","9","0"
"2","signups","ios","45-54","2021-12-14","","2","0"
"2","signups","ios","25-34","2021-06-22","2021-06-24 09:00:00","7","0"
"2","signups","ios","","2021-05-28","","0","0"
"2","signups","ios","25-34","2021-05-28","2021-05-29 09:00:00","9","0"
"2","signups","android","25-34","2021-07-15","2021-07-24 17:00:00","1","0"
"2","signups","ios","45-54","2021-03-09","2021-03-24 17:00:00","3","0"
"2","signups","ios","25-34","2021-06-21","2021-06-22 09:00:00","6","0"
"2","signups","ios","18-24","2021-01-09","","1","0"
"2","signups","ios","25-34","2021-06-20","2021-12-11 19:00:00","7","0"
"2","signups","android","45-54","2021-09-05","2021-09-07 08:00:00","2","0"
"2","signups","ios","25-34","2021-05-29","2021-05-30 16:00:00","11","0"
"2","signups","web","","2021-09-06","","0","0"
"2","signups","web","","2021-12-20","","0","0"
"2","signups","ios","25-34","2021-06-19","2021-10-15 17:00:00","4","0"
"2","signups","ios","","2021-05-27","","0","0"
"2","signups","ios","25-34","2021-06-18","","6","0"
"2","signups","android","Unknown","2021-10-15","2021-10-17 09:00:00","6","0"
"2","signups","ios","25-34","2021-05-30","2021-06-01 17:00:00","3","0"
"2","signups","ios","","2021-05-26","","0","0"
"2","signups","android","","2021-07-21","","0","0"
"2","signups","ios","25-34","2021-06-17","2021-06-19 17:00:00","11","0"
"2","signups","ios","45-54","2021-12-12","2021-12-14 18:00:00","2","0"
"2","signups","ios","25-34","2021-06-16","2021-11-17 16:00:00","4","0"
"2","signups","android","45-54","2021-09-06","","2","0"
"2","signups","ios","25-34","2021-05-31","","2","0"
"2","signups","web","Unknown","2021-02-26","2021-06-07 17:00:00","2","0"
"2","signups","web","","2021-03-01","","0","0"
"2","signups","ios","","2021-05-25","","0","0"
"2","signups","ios","25-34","2021-06-01","2021-07-20 15:00:00","3","0"
"2","signups","android","25-34","2021-03-08","","3","0"
"2","signups","ios","25-34","2021-06-15","2021-06-17 08:00:00","6","0"
"2","signups","android","45-54","2021-09-08","","1","0"
"2","signups","ios","25-34","2021-06-14","2021-06-16 18:00:00","9","0"
"2","signups","ios","45-54","2021-12-11","2021-12-13 17:00:00","1","0"
"2","signups","ios","45-54","2021-05-08","2021-05-25 01:00:00","2","0"
"2","signups","ios","25-34","2021-06-02","2021-06-24 09:00:00","6","0"
"2","signups","web","Unknown","2021-02-24","","1","0"
"2","signups","ios","25-34","2021-06-13","2021-06-15 17:00:00","6","0"
"2","signups","android","45-54","2021-09-10","2021-09-12 19:00:00","4","0"
"2","signups","ios","25-34","2021-06-12","2021-06-14 09:00:00","8","0"
"2","signups","android","18-24","2021-10-25","","1","0"
"2","signups","android","","2021-07-22","","0","0"
"2","signups","ios","25-34","2021-06-03","2021-07-07 08:00:00","8","0"
"2","signups","ios","","2021-05-24","","0","0"
"2","signups","ios","25-34","2021-06-11","2021-06-13 08:00:00","6","0"
"2","signups","android","Unknown","2021-10-16","2021-10-18 16:00:00","2","0"
"2","signups","ios","25-34","2021-06-10","2021-06-15 08:00:00","3","0"
"2","signups","ios","","2021-05-23","","0","0"
"2","signups","android","25-34","2021-01-16","2021-05-21 15:00:00","2","0"
"2","signups","ios","25-34","2021-06-04","2021-06-06 20:00:00","8","0"
"2","signups","android","25-34","2021-07-16","2021-07-18 15:00:00","3","0"
"2","signups","ios","25-34","2021-06-09","2021-09-11 09:00:00","3","0"
"2","signups","android","45-54","2021-09-16","","1","0"
"2","signups","ios","25-34","2021-06-08","2021-06-09 10:00:00","5","0"
"2","signups","web","","2021-10-30","","0","0"
"2","signups","ios","45-54","2021-12-10","","5","0"
"2","signups","ios","25-34","2021-06-05","2021-08-28 16:00:00","4","0"
"2","signups","web","","2021-12-13","","0","0"
"2","signups","ios","25-34","2021-06-07","2021-06-09 09:00:00","4","0"
"2","signups","android","45-54","2021-09-17","2021-09-19 08:00:00","5","0"
"2","signups","ios","25-34","2021-06-06","2021-06-08 08:00:00","2","0"
"2","signups","ios","45-54","2021-12-09","2021-12-10 08:00:00","2","0"
"2","signups","ios","","2021-05-22","","0","0"
"2","signups","web","Unknown","2021-02-22","","2","0"
"2","signups","ios","45-54","2021-04-04","2021-10-21 14:00:00","2","0"
"2","signups","web","Unknown","2021-02-21","","1","0"
"2","signups","ios","","2021-05-21","","0","0"
"2","signups","android","25-34","2021-07-17","2021-07-20 09:00:00","3","0"
"2","signups","web","","2021-09-04","","0","0"
"2","signups","android","","2021-07-23","","0","0"
"2","signups","web","Unknown","2021-02-19","2021-07-25 19:00:00","2","0"
"2","signups","android","Unknown","2021-10-17","2021-10-18 16:00:00","5","0"
"2","signups","web","Unknown","2021-02-18","","2","0"
"2","signups","android","45-54","2021-09-18","2021-09-21 16:00:00","2","0"
"2","signups","android","25-34","2021-07-18","2021-07-21 17:00:00","5","0"
"2","signups","web","","2021-12-29","","0","0"
"2","signups","ios","","2021-05-20","","0","0"
"2","signups","web","Unknown","2021-02-17","","1","0"
"2","signups","ios","45-54","2021-12-08","","1","0"
"2","signups","web","Unknown","2021-02-16","2021-02-19 19:00:00","3","0"
"2","signups","ios","","2021-05-19","","0","0"
"2","signups","android","25-34","2021-07-19","2021-07-21 19:00:00","5","0"
"2","signups","ios","18-24","2021-01-11","2021-01-20 19:00:00","4","0"
"2","signups","ios","45-54","2021-12-07","2021-12-09 13:00:00","7","0"
"2","signups","web","Unknown","2021-02-15","","1","0"
"2","signups","android","45-54","2021-09-21","2021-09-22 09:00:00","1","0"
"2","signups","android","18-24","2021-10-26","","2","0"
"2","signups","android","25-34","2021-07-20","2021-09-26 09:00:00","2","0"
"2","signups","android","18-24","2021-04-28","2021-08-19 19:00:00","1","0"
"2","signups","web","Unknown","2021-02-14","2021-11-02 17:00:00","1","0"
"2","signups","ios","","2021-05-18","","0","0"
"2","signups","web","Unknown","2021-02-13","2021-02-15 09:00:00","3","0"
"2","signups","android","25-34","2021-04-12","","1","0"
"2","signups","android","25-34","2021-07-21","","2","0"
"2","signups","ios","","2021-05-17","","0","0"
"2","signups","android","","2021-07-24","","0","0"
"2","signups","android","Unknown","2021-10-18","2021-10-19 17:00:00","9","0"
"2","signups","android","25-34","2021-07-22","2021-07-23 09:00:00","2","0"
"2","signups","web","","2021-09-03","","0","0"
"2","signups","web","Unknown","2021-02-12","","1","0"
"2","signups","android","45-54","2021-09-24","","2","0"
"2","signups","web","Unknown","2021-02-09","2021-04-10 09:00:00","3","0"
"2","signups","ios","45-54","2021-07-21","2021-11-28 12:00:00","3","0"
"2","signups","ios","","2021-05-16","","0","0"
"2","signups","android","25-34","2021-07-23","","3","0"
"2","signups","ios","45-54","2021-12-06","2021-12-08 09:00:00","7","0"
"2","signups","android","45-54","2021-09-25","2021-11-26 19:00:00","3","0"
"2","signups","android","25-34","2021-07-24","2021-07-25 08:00:00","4","0"
"2","signups","web","","2021-09-02","","0","0"
"2","signups","web","Unknown","2021-02-08","","3","0"
"2","signups","ios","45-54","2021-03-18","2021-11-02 16:00:00","4","0"
"2","signups","web","Unknown","2021-02-07","2021-02-09 08:00:00","1","0"
"2","signups","ios","45-54","2021-12-05","2021-12-08 09:00:00","4","0"
"2","signups","ios","","2021-05-15","","0","0"
"2","signups","android","25-34","2021-07-25","2021-12-26 18:00:00","2","0"
"2","signups","android","","2021-07-25","","0","0"
"2","signups","web","Unknown","2021-02-05","","1","0"
"2","signups","ios","","2021-05-14","","0","0"
"2","signups","web","Unknown","2021-02-04","2021-11-02 19:00:00","1","0"
"2","signups","android","25-34","2021-03-09","","1","0"
"2","signups","android","25-34","2021-07-26","2021-07-29 16:00:00","4","0"
"2","signups","android","18-24","2021-05-01","","1","0"
"2","signups","android","45-54","2021-09-26","","2","0"
"2","signups","web","Unknown","2021-02-02","2021-06-10 20:00:00","2","0"
"2","signups","android","18-24","2021-10-27","2021-11-19 09:00:00","4","0"
"2","signups","web","Unknown","2021-02-01","2021-02-15 18:00:00","4","0"
"2","signups","android","Unknown","2021-10-19","2021-10-20 17:00:00","5","0"
"2","signups","android","25-34","2021-07-27","2021-07-29 18:00:00","10","0"
"2","signups","android","18-24","2021-01-19","2021-10-14 17:00:00","3","0"
"2","signups","web","Unknown","2021-12-02","2021-12-04 18:00:00","2","0"
"2","signups","web","Unknown","2021-01-31","","1","0"
"2","signups","android","45-54","2021-09-28","2021-12-24 16:00:00","1","0"
"2","signups","web","Unknown","2021-01-30","2021-06-25 08:00:00","1","0"
"2","signups","web","","2021-10-29","","0","0"
"2","signups","android","25-34","2021-07-28","","2","0"
"2","signups","ios","","2021-05-13","","0","0"
"2","signups","ios","45-54","2021-12-04","2021-12-06 01:00:00","3","0"
"2","signups","ios","","2021-05-12","","0","0"
"2","signups","android","25-34","2021-07-29","2021-08-01 09:00:00","2","0"
"2","signups","android","18-24","2021-05-02","2021-05-05 17:00:00","4","0"
"2","signups","web","Unknown","2021-01-29","2021-05-25 08:00:00","2","0"
"2","signups","ios","45-54","2021-07-20","2021-07-21 20:00:00","6","0"
"2","signups","web","Unknown","2021-01-27","2021-06-15 20:00:00","3","0"
"2","signups","ios","45-54","2021-12-03","2021-12-05 16:00:00","2","0"
"2","signups","android","45-54","2021-09-29","2021-10-01 13:00:00","2","0"
"2","signups","android","25-34","2021-07-30","2021-07-31 18:00:00","5","0"
"2","signups","web","","2021-02-28","","0","0"
"2","signups","web","Unknown","2021-01-26","","1","0"
"2","signups","ios","","2021-05-11","","0","0"
"2","signups","web","Unknown","2021-01-25","","1","0"
"2","signups","android","","2021-07-26","","0","0"
"2","signups","ios","","2021-05-10","","0","0"
"2","signups","android","25-34","2021-07-31","2021-08-02 18:00:00","2","0"
"2","signups","ios","18-24","2021-02-27","2021-02-28 18:00:00","3","0"
"2","signups","web","Unknown","2021-01-23","2021-10-07 19:00:00","2","0"
"2","signups","android","Unknown","2021-10-20","","2","0"
"2","signups","web","Unknown","2021-01-21","2021-09-07 09:00:00","2","0"
"2","signups","android","45-54","2021-10-01","","1","0"
"2","signups","ios","45-54","2021-04-03","2021-12-16 19:00:00","3","0"
"2","signups","android","25-34","2021-08-01","2021-08-02 16:00:00","7","0"
"2","signups","web","","2021-09-01","","0","0"
"2","signups","web","Unknown","2021-01-19","","2","0"
"2","signups","ios","45-54","2021-12-02","2021-12-05 08:00:00","4","0"
"2","signups","web","Unknown","2021-01-18","","1","0"
"2","signups","android","45-54","2021-10-02","2021-12-03 10:00:00","2","0"
"2","signups","web","","2021-02-27","","0","0"
"2","signups","android","25-34","2021-08-02","2021-09-21 09:00:00","3","0"
"2","signups","ios","","2021-05-09","","0","0"
"2","signups","web","Unknown","2021-01-16","","2","0"
"2","signups","android","","2021-07-27","","0","0"
"2","signups","web","Unknown","2021-01-15","","1","0"
"2","signups","ios","","2021-05-08","","0","0"
"2","signups","android","25-34","2021-08-03","2021-12-23 14:00:00","3","0"
"2","signups","web","","2021-08-31","","0","0"
"2","signups","android","Unknown","2021-10-21","2021-10-22 19:00:00","4","0"
"2","signups","web","Unknown","2021-01-14","2021-10-09 08:00:00","1","0"
"2","signups","android","45-54","2021-10-03","","1","0"
"2","signups","web","Unknown","2021-12-01","2021-12-02 22:00:00","3","0"
"2","signups","android","25-34","2021-08-04","","3","0"
"2","signups","ios","18-24","2021-01-12","","1","0"
"2","signups","web","Unknown","2021-01-12","2021-05-11 17:00:00","3","0"
"2","signups","android","45-54","2021-10-05","","2","0"
"2","signups","android","25-34","2021-08-06","","1","0"
"2","signups","android","18-24","2021-05-04","","3","0"
"2","signups","ios","45-54","2021-12-01","2021-12-04 09:00:00","5","0"
"2","signups","android","25-34","2021-08-07","2021-12-03 01:00:00","3","0"
"2","signups","android","18-24","2021-01-16","2021-04-03 19:00:00","4","0"
"2","signups","android","45-54","2021-10-06","2021-10-08 08:00:00","2","0"
"2","signups","web","Unknown","2021-01-11","2021-01-20 16:00:00","2","0"
"2","signups","android","18-24","2021-10-28","","2","0"
"2","signups","ios","45-54","2021-11-30","2021-12-02 19:00:00","2","0"
"2","signups","android","25-34","2021-08-08","2021-08-10 16:00:00","2","0"
"2","signups","ios","","2021-05-07","","0","0"
"2","signups","web","Unknown","2021-01-10","2021-06-22 10:00:00","2","0"
"2","signups","android","","2021-07-28","","0","0"
"2","signups","web","Unknown","2021-01-08","2021-09-30 18:00:00","2","0"
"2","signups","ios","","2021-05-06","","0","0"
"2","signups","android","Unknown","2021-10-22","2021-10-23 17:00:00","5","0"
"2","signups","android","25-34","2021-08-10","","2","0"
"2","signups","android","45-54","2021-10-07","","1","0"
"2","signups","android","25-34","2021-03-11","","1","0"
"2","signups","android","25-34","2021-08-12","2021-08-30 19:00:00","4","0"
"2","signups","android","18-24","2021-05-07","2021-05-09 12:00:00","3","0"
"2","signups","web","Unknown","2021-01-05","2021-10-16 18:00:00","1","0"
"2","signups","ios","45-54","2021-07-19","2021-07-20 09:00:00","1","0"
"2","signups","web","Unknown","2021-01-03","2021-08-09 12:00:00","3","0"
"2","signups","ios","45-54","2021-11-29","2021-11-30 08:00:00","5","0"
"2","signups","android","45-54","2021-10-08","2021-11-14 19:00:00","4","0"
"2","signups","android","25-34","2021-08-13","2021-08-16 17:00:00","2","0"
"2","signups","web","","2021-12-05","","0","0"
"2","signups","web","45-54","2021-12-30","","2","0"
"2","signups","android","","2021-07-29","","0","0"
"2","signups","web","45-54","2021-12-29","2021-12-30 13:00:00","1","0"
"2","signups","ios","","2021-05-05","","0","0"
"2","signups","android","25-34","2021-08-14","2021-12-23 13:00:00","4","0"
"2","signups","web","","2021-08-29","","0","0"
"2","signups","ios","45-54","2021-11-28","2021-11-29 18:00:00","1","0"
"2","signups","web","45-54","2021-12-24","2021-12-26 18:00:00","1","0"
"2","signups","ios","","2021-05-04","","0","0"
"2","signups","ios","45-54","2021-05-07","2021-07-24 15:00:00","2","0"
"2","signups","android","25-34","2021-08-15","2021-08-16 09:00:00","2","0"
"2","signups","android","Unknown","2021-10-23","2021-10-25 16:00:00","6","0"
"2","signups","web","45-54","2021-12-22","","1","0"
"2","signups","android","45-54","2021-10-09","","5","0"
"2","signups","web","45-54","2021-12-20","","1","0"
"2","signups","android","18-24","2021-10-30","2021-11-01 10:00:00","2","0"
"2","signups","ios","","2021-05-03","","0","0"
"2","signups","android","25-34","2021-08-16","2021-08-19 11:00:00","3","0"
"2","signups","web","","2021-08-28","","0","0"
"2","signups","web","45-54","2021-12-15","2021-12-16 17:00:00","1","0"
"2","signups","android","25-34","2021-01-17","2021-11-10 17:00:00","4","0"
"2","signups","web","45-54","2021-12-14","","1","0"
"2","signups","android","45-54","2021-10-10","","4","0"
"2","signups","ios","18-24","2021-01-13","2021-11-22 16:00:00","3","0"
"2","signups","android","25-34","2021-08-17","2021-11-27 16:00:00","3","0"
"2","signups","ios","45-54","2021-11-27","2021-11-29 18:00:00","2","0"
"2","signups","web","45-54","2021-12-12","","1","0"
"2","signups","android","","2021-07-30","","0","0"
"2","signups","web","45-54","2021-12-08","2021-12-09 03:00:00","1","0"
"2","signups","android","45-54","2021-10-12","2021-11-18 20:00:00","3","0"
"2","signups","web","","2021-02-26","","0","0"
"2","signups","android","25-34","2021-08-18","2021-08-19 08:00:00","4","0"
"2","signups","ios","","2021-05-02","","0","0"
"2","signups","web","45-54","2021-12-07","2021-12-09 18:00:00","2","0"
"2","signups","ios","45-54","2021-11-26","","1","0"
"2","signups","web","45-54","2021-12-04","","1","0"
"2","signups","ios","","2021-05-01","","0","0"
"2","signups","web","Unknown","2021-09-08","2021-09-10 08:00:00","3","0"
"2","signups","android","25-34","2021-08-19","2021-08-21 10:00:00","3","0"
"2","signups","android","18-24","2021-05-08","2021-12-10 19:00:00","2","0"
"2","signups","web","45-54","2021-11-24","","1","0"
"2","signups","android","45-54","2021-10-13","","2","0"
"2","signups","web","45-54","2021-11-23","","1","0"
"2","signups","android","Unknown","2021-10-24","2021-10-26 10:00:00","4","0"
"2","signups","web","","2021-10-13","","0","0"
"2","signups","android","25-34","2021-08-20","","3","0"
"2","signups","android","45-54","2021-10-14","2021-10-17 15:00:00","2","0"
"2","signups","web","45-54","2021-11-22","","1","0"
"2","signups","web","","2021-02-25","","0","0"
"2","signups","android","25-34","2021-08-21","2021-08-22 09:00:00","6","0"
"2","signups","web","","2021-08-27","","0","0"
"2","signups","ios","45-54","2021-03-05","2021-03-06 08:00:00","3","0"
"2","signups","web","45-54","2021-11-20","","1","0"
"2","signups","ios","","2021-04-30","","0","0"
"2","signups","web","45-54","2021-11-17","","1","0"
"2","signups","ios","45-54","2021-11-25","2021-11-27 08:00:00","5","0"
"2","signups","android","25-34","2021-08-22","2021-08-24 17:00:00","5","0"
"2","signups","android","","2021-07-31","","0","0"
"2","signups","android","45-54","2021-10-15","2021-10-16 16:00:00","2","0"
"2","signups","web","45-54","2021-11-16","","1","0"
"2","signups","ios","45-54","2021-11-24","2021-11-30 18:00:00","4","0"
"2","signups","web","45-54","2021-11-15","","1","0"
"2","signups","ios","","2021-04-29","","0","0"
"2","signups","android","25-34","2021-08-23","","2","0"
"2","signups","web","","2021-08-23","","0","0"
"2","signups","ios","45-54","2021-05-06","","1","0"
"2","signups","ios","","2021-04-28","","0","0"
"2","signups","android","25-34","2021-08-24","","2","0"
"2","signups","android","Unknown","2021-10-25","","6","0"
"2","signups","web","45-54","2021-11-10","","1","0"
"2","signups","ios","45-54","2021-07-18","2021-07-20 18:00:00","4","0"
"2","signups","android","25-34","2021-08-25","","1","0"
"2","signups","android","18-24","2021-05-09","","2","0"
"2","signups","android","45-54","2021-10-16","2021-10-17 15:00:00","3","0"
"2","signups","android","","2021-08-01","","0","0"
"2","signups","android","25-34","2021-08-26","","1","0"
"2","signups","ios","","2021-04-27","","0","0"
"2","signups","android","25-34","2021-03-13","2021-12-31 09:00:00","4","0"
"2","signups","android","25-34","2021-08-27","2021-09-07 17:00:00","7","0"
"2","signups","ios","","2021-04-26","","0","0"
"2","signups","web","45-54","2021-11-09","2021-11-11 09:00:00","2","0"
"2","signups","android","Unknown","2021-10-26","2021-10-27 09:00:00","7","0"
"2","signups","web","45-54","2021-11-05","","1","0"
"2","signups","web","Unknown","2021-11-30","","2","0"
"2","signups","android","45-54","2021-10-17","","2","0"
"2","signups","android","25-34","2021-08-28","","1","0"
"2","signups","android","18-24","2021-10-31","","2","0"
"2","signups","web","45-54","2021-11-04","","1","0"
"2","signups","ios","","2021-04-25","","0","0"
"2","signups","android","25-34","2021-08-29","2021-08-31 09:00:00","4","0"
"2","signups","android","18-24","2021-05-13","","1","0"
"2","signups","ios","45-54","2021-11-23","2021-11-25 16:00:00","3","0"
"2","signups","web","45-54","2021-11-03","","1","0"
"2","signups","android","45-54","2021-10-18","","1","0"
"2","signups","web","45-54","2021-10-31","","1","0"
"2","signups","android","18-24","2021-02-21","2021-02-26 13:00:00","4","0"
"2","signups","android","25-34","2021-08-30","2021-09-02 13:00:00","4","0"
"2","signups","android","18-24","2021-01-20","2021-01-22 08:00:00","4","0"
"2","signups","ios","45-54","2021-03-17","2021-05-15 17:00:00","6","0"
"2","signups","web","45-54","2021-10-30","","1","0"
"2","signups","android","45-54","2021-10-19","2021-10-21 19:00:00","4","0"
"2","signups","web","45-54","2021-10-29","","2","0"
"2","signups","web","","2021-02-24","","0","0"
"2","signups","android","25-34","2021-08-31","","4","0"
"2","signups","web","","2021-08-22","","0","0"
"2","signups","ios","45-54","2021-11-22","2021-11-24 09:00:00","4","0"
"2","signups","ios","","2021-04-24","","0","0"
"2","signups","android","25-34","2021-09-01","2021-09-03 08:00:00","5","0"
"2","signups","android","","2021-08-02","","0","0"
"2","signups","web","45-54","2021-10-28","","1","0"
"2","signups","ios","","2021-04-23","","0","0"
"2","signups","web","45-54","2021-10-27","","1","0"
"2","signups","android","18-24","2021-03-30","2021-04-01 10:00:00","2","0"
"2","signups","android","25-34","2021-09-02","2021-09-04 15:00:00","5","0"
"2","signups","android","18-24","2021-05-14","2021-05-17 09:00:00","2","0"
"2","signups","android","45-54","2021-10-20","2021-10-22 18:00:00","2","0"
"2","signups","web","45-54","2021-10-24","","1","0"
"2","signups","android","Unknown","2021-10-27","2021-11-12 19:00:00","4","0"
"2","signups","web","45-54","2021-10-15","","1","0"
"2","signups","ios","45-54","2021-07-17","","1","0"
"2","signups","android","25-34","2021-09-03","","5","0"
"2","signups","web","","2021-12-26","","0","0"
"2","signups","ios","","2021-04-22","","0","0"
"2","signups","ios","45-54","2021-11-21","2021-11-28 20:00:00","2","0"
"2","signups","android","25-34","2021-09-04","2021-09-05 19:00:00","2","0"
"2","signups","android","","2021-08-03","","0","0"
"2","signups","web","45-54","2021-10-14","","1","0"
"2","signups","android","45-54","2021-10-21","2021-10-24 16:00:00","1","0"
"2","signups","web","45-54","2021-10-10","","1","0"
"2","signups","android","18-24","2021-11-01","2021-11-04 17:00:00","3","0"
"2","signups","ios","","2021-04-21","","0","0"
"2","signups","android","25-34","2021-09-05","2021-09-07 17:00:00","1","0"
"2","signups","web","","2021-08-21","","0","0"
"2","signups","web","45-54","2021-10-09","","2","0"
"2","signups","ios","45-54","2021-11-20","2021-11-22 09:00:00","3","0"
"2","signups","web","45-54","2021-10-06","2021-10-08 08:00:00","1","0"
"2","signups","ios","","2021-04-20","","0","0"
"2","signups","android","25-34","2021-09-06","2021-12-11 02:00:00","1","0"
"2","signups","ios","18-24","2021-03-23","2021-09-18 09:00:00","2","0"
"2","signups","android","45-54","2021-10-23","","1","0"
"2","signups","web","45-54","2021-10-02","2021-11-03 16:00:00","1","0"
"2","signups","android","Unknown","2021-10-28","2021-10-30 17:00:00","4","0"
"2","signups","web","45-54","2021-09-29","","1","0"
"2","signups","ios","18-24","2021-01-14","","2","0"
"2","signups","android","25-34","2021-09-07","2021-11-17 17:00:00","3","0"
"2","signups","web","","2021-08-20","","0","0"
"2","signups","android","45-54","2021-10-24","2021-10-26 09:00:00","4","0"
"2","signups","web","45-54","2021-09-26","","1","0"
"2","signups","android","","2021-08-04","","0","0"
"2","signups","web","45-54","2021-09-22","2021-09-24 19:00:00","1","0"
"2","signups","ios","45-54","2021-11-19","2021-11-21 17:00:00","1","0"
"2","signups","android","25-34","2021-09-08","2021-09-09 13:00:00","4","0"
"2","signups","ios","","2021-04-19","","0","0"
